METADATA|ElementEntry|AssignmentNumber|ElementName|EntryType|LegislativeDataGroupName|EffectiveStartDate|EffectiveEndDate|SourceSystemId|SourceSystemOwner|Reason
MERGE|ElementEntryValue|E3407997|Taxable NIable and Pensionable Adjustment|NIable Pay|85.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|85.4_E3407997_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3407997_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408001|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408001_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408001_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408005|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408005_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408005_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408006|Taxable NIable and Pensionable Adjustment|NIable Pay|81.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.41_E3408006_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408006_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408009|Taxable NIable and Pensionable Adjustment|NIable Pay|85.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|85.4_E3408009_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408009_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408010|Taxable NIable and Pensionable Adjustment|NIable Pay|17.08|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|17.08_E3408010_Taxable NIable and Pensionable Adjustment_2024/08/01_2|ElementEntry_E3408010_Taxable NIable and Pensionable Adjustment_2024/08/01_2
MERGE|ElementEntryValue|E3408012|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408012_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408012_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408017|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408017_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408017_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408019|Taxable NIable and Pensionable Adjustment|NIable Pay|108.53|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|108.53_E3408019_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408019_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408022|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408022_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408022_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408028|Taxable NIable and Pensionable Adjustment|NIable Pay|113.87|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|113.87_E3408028_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408028_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408032|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408032_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408032_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408034|Taxable NIable and Pensionable Adjustment|NIable Pay|45.08|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|45.08_E3408034_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408034_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408038|Taxable NIable and Pensionable Adjustment|NIable Pay|85.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|85.41_E3408038_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408038_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408049|Taxable NIable and Pensionable Adjustment|NIable Pay|106.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|106.67_E3408049_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408049_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408051|Taxable NIable and Pensionable Adjustment|NIable Pay|54.27|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|54.27_E3408051_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408051_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408054|Taxable NIable and Pensionable Adjustment|NIable Pay|81.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.4_E3408054_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408054_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408057|Taxable NIable and Pensionable Adjustment|NIable Pay|48|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|48_E3408057_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408057_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408061|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408061_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408061_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408064|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408064_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408064_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408066|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408066_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408066_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408074|Taxable NIable and Pensionable Adjustment|NIable Pay|108.53|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|108.53_E3408074_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408074_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408077|Taxable NIable and Pensionable Adjustment|NIable Pay|94.98|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|94.98_E3408077_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408077_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408078|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408078_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408078_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408090|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408090_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408090_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408091|Taxable NIable and Pensionable Adjustment|NIable Pay|81.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.4_E3408091_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408091_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408101|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408101_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408101_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408114|Taxable NIable and Pensionable Adjustment|NIable Pay|81.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.4_E3408114_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408114_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408118|Taxable NIable and Pensionable Adjustment|NIable Pay|85.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|85.4_E3408118_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408118_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408120|Taxable NIable and Pensionable Adjustment|NIable Pay|118.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|118.33_E3408120_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408120_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408125|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408125_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408125_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408128|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408128_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408128_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408130|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408130_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408130_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408136|Taxable NIable and Pensionable Adjustment|NIable Pay|81.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.41_E3408136_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408136_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408138|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408138_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408138_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408143|Taxable NIable and Pensionable Adjustment|NIable Pay|71.18|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|71.18_E3408143_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408143_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408159|Taxable NIable and Pensionable Adjustment|NIable Pay|112.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|112.67_E3408159_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408159_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408162|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408162_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408162_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408165|Taxable NIable and Pensionable Adjustment|NIable Pay|81.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.41_E3408165_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408165_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408167|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408167_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408167_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408168|Taxable NIable and Pensionable Adjustment|NIable Pay|81.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.41_E3408168_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408168_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408173|Taxable NIable and Pensionable Adjustment|NIable Pay|85.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|85.4_E3408173_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408173_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408184|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408184_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408184_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408185|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408185_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408185_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408188|Taxable NIable and Pensionable Adjustment|NIable Pay|10|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|10_E3408188_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408188_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408192|Taxable NIable and Pensionable Adjustment|NIable Pay|108.53|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|108.53_E3408192_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408192_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408196|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408196_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408196_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408200|Taxable NIable and Pensionable Adjustment|NIable Pay|108.53|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|108.53_E3408200_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408200_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408201|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408201_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408201_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408210|Taxable NIable and Pensionable Adjustment|NIable Pay|56.83|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|56.83_E3408210_Taxable NIable and Pensionable Adjustment_2024/08/01_2|ElementEntry_E3408210_Taxable NIable and Pensionable Adjustment_2024/08/01_2
MERGE|ElementEntryValue|E3408211|Taxable NIable and Pensionable Adjustment|NIable Pay|81.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.41_E3408211_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408211_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408228|Taxable NIable and Pensionable Adjustment|NIable Pay|108.53|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|108.53_E3408228_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408228_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408229|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408229_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408229_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408230|Taxable NIable and Pensionable Adjustment|NIable Pay|108|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|108_E3408230_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408230_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408231|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408231_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408231_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408238|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408238_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408238_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408252|Taxable NIable and Pensionable Adjustment|NIable Pay|85.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|85.41_E3408252_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408252_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408265|Taxable NIable and Pensionable Adjustment|NIable Pay|81.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.41_E3408265_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408265_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408268|Taxable NIable and Pensionable Adjustment|NIable Pay|81.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.41_E3408268_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408268_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408270|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408270_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408270_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408275|Taxable NIable and Pensionable Adjustment|NIable Pay|85.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|85.4_E3408275_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408275_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408282|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408282_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408282_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408283|Taxable NIable and Pensionable Adjustment|NIable Pay|81.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.4_E3408283_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408283_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408287|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408287_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408287_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408300|Taxable NIable and Pensionable Adjustment|NIable Pay|67.83|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|67.83_E3408300_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408300_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408304|Taxable NIable and Pensionable Adjustment|NIable Pay|81.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.4_E3408304_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408304_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408305|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408305_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408305_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408309|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408309_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408309_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408313|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408313_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408313_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408316|Taxable NIable and Pensionable Adjustment|NIable Pay|135.66|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.66_E3408316_Taxable NIable and Pensionable Adjustment_2024/08/01_2|ElementEntry_E3408316_Taxable NIable and Pensionable Adjustment_2024/08/01_2
MERGE|ElementEntryValue|E3408318|Taxable NIable and Pensionable Adjustment|NIable Pay|142.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|142.33_E3408318_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408318_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408320|Taxable NIable and Pensionable Adjustment|NIable Pay|85.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|85.41_E3408320_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408320_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408325|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408325_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408325_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408327|Taxable NIable and Pensionable Adjustment|NIable Pay|81.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.4_E3408327_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408327_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408328|Taxable NIable and Pensionable Adjustment|NIable Pay|141.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|141.67_E3408328_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408328_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408330|Taxable NIable and Pensionable Adjustment|NIable Pay|118.33|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|118.33_E3408330_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408330_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408332|Taxable NIable and Pensionable Adjustment|NIable Pay|14|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|14_E3408332_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408332_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408337|Taxable NIable and Pensionable Adjustment|NIable Pay|85.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|85.41_E3408337_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408337_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408347|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408347_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408347_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408350|Taxable NIable and Pensionable Adjustment|NIable Pay|67.83|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|67.83_E3408350_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408350_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408354|Taxable NIable and Pensionable Adjustment|NIable Pay|108.53|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|108.53_E3408354_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408354_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408364|Taxable NIable and Pensionable Adjustment|NIable Pay|71.18|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|71.18_E3408364_Taxable NIable and Pensionable Adjustment_2024/08/01_2|ElementEntry_E3408364_Taxable NIable and Pensionable Adjustment_2024/08/01_2
MERGE|ElementEntryValue|E3408371|Taxable NIable and Pensionable Adjustment|NIable Pay|81.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.41_E3408371_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408371_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408372|Taxable NIable and Pensionable Adjustment|NIable Pay|81.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.4_E3408372_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408372_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408379|Taxable NIable and Pensionable Adjustment|NIable Pay|135.67|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|135.67_E3408379_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408379_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408380|Taxable NIable and Pensionable Adjustment|NIable Pay|81.41|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|81.41_E3408380_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408380_Taxable NIable and Pensionable Adjustment_2024/08/01_1
MERGE|ElementEntryValue|E3408385|Taxable NIable and Pensionable Adjustment|NIable Pay|85.4|2024/08/01|2024/08/31|GB Legislative Data Group|E|DataMigration|85.4_E3408385_Taxable NIable and Pensionable Adjustment_2024/08/01_1|ElementEntry_E3408385_Taxable NIable and Pensionable Adjustment_2024/08/01_1
